id,product_id,source_name,product_url,title,offer_price,mrp,brand,model,style,color,sport_type,material,height,weight,description,image,product_attributes,tags,created_on,updated_on,num_mrp,suggested_brand_id,suggested_brand_name,is_duplicate,formatted_name
1516,6.87E+12,prokicksports,https://prokicksports.com/products/yonex-1597-round-neck-t-shirt-and-short-set-for-junior-blue-atoll,"Yonex 1597 Round Neck T-Shirt and Short set for Junior, Blue Atoll",1635,2180,Yonex,NULL,NULL,NULL,BADMINTON,NULL,NULL,NULL,"Yonex 1597 Round Neck T-Shirt and Short set for Junior, Blue Atoll
Let your little one feel comfortable and trendy while wearing this set featuring striped T-shirt and an elasticized drawstring waist shorts. This set is designed with a perfect fit which provides an Sporty look.

Superior Quality Micro Polyester fabric which is flexible during Playing Football, workout, exercise or any other sports or outdoor activity.
Flat Seams, Latest Design, Attractive colours, Lightweight and comfertable fit suitable for any Sports training or tournament matches
This Yonex product is manufactured using TruCOOL technology incorporating micro polyster fabric with moisture management property.
The Trucool fabric has wicking property and helps to disperse the moisture away from the skin into the atmosphere, thus keeping you dry, cool and comfortable.
Air micro mesh light fit and enhanced stretch the material in our clothing that provides high stretch has been made even lighter
",//cdn.shopify.com/s/files/1/0099/8224/6993/products/801A0096-Recoveredcopy.jpg?v=1651469721,null,"{2022CHRISTMAS-JUNIORCOMBO40,""Customize Tshirt Printing"",""Kid's Clothing"",Yonex}",06-01-2023,23-03-2023,1855,NULL,yonex,FALSE,yonex_1597_round_neck_tshirt_and_short_set_for_junior_atoll
4238,4.59E+12,prokicksports,https://prokicksports.com/products/zr-series-aluminium-strung-badminton-racquet-with-full-cover-yellow,ZR Series Aluminium Strung Badminton Racquet with Full Cover (Yellow),599,750,Yonex,NULL,NULL,NULL,BADMINTON,In-box Contents: 1 Badminton Racquet with Full Cover,NULL,NULL,"
 Composition: Graphite 
 Flexibility: Stiff 
 Weight: U 
 Grip size: G4 
 Playing level: Beginner 
 Ideal for all 
 Head shape: Isometric 





Material: Aluminum
In-box Contents: 1 Badminton Racquet with Full Cover


",//cdn.shopify.com/s/files/1/0099/8224/6993/products/71c1DRnrQSL._SL1500.jpg?v=1588594771,null,"{""84 Grams"",""Badminton Racquets"",Beginners,G4,Strung,""Upto 24 Lbs"",""ZR Series""}",06-01-2023,23-03-2023,599,NULL,yonex,FALSE,zr_series_aluminium_strung_badminton_racquet_with_full_cover
5106,3.01E+12,prokicksports,https://prokicksports.com/products/yonex-mv200i-mv2000,"Yonex Mavis Shuttlecock Pack of 12 Combo (1 Can Mavis200i, Pack of 6 + 1 Can Mavis2000, Pack of 6)",995,1740,Yonex,NULL,NULL,NULL,BADMINTON,NULL,NULL,NULL,The combination of close-to-feather shuttlecock flight performance and four to five times more durability than an ordinary nylon shuttlecock makes the YONEX MAVIS series the most cost-effective choice for practice sessions.,//cdn.shopify.com/s/files/1/0099/8224/6993/products/71NTejLuGKL._SL1296.jpg?v=1575749011,null,"{Brand_Yonex,HIDE-WHOLESALE,""Nylon Shuttlecock"",Shuttlecocks,Yonex}",06-01-2023,23-03-2023,995,NULL,yonex,FALSE,yonex_mavis_shuttlecock_pack_of_12_combo_1_can_mavis200i_pack_of_6__1_can_mavis2000_pack_of_6
5107,3.01E+12,prokicksports,https://prokicksports.com/products/yonex-mv200i-mv350,"Yonex Mavis Shuttlecock Pack of 12 Combo (1 Can Mavis200i, Pack of 6 + 1 Can Mavis350, Pack of 6)",995,1740,Yonex,NULL,NULL,NULL,BADMINTON,NULL,NULL,NULL,The combination of close-to-feather shuttlecock flight performance and four to five times more durability than an ordinary nylon shuttlecock makes the YONEX MAVIS series the most cost-effective choice for practice sessions.,//cdn.shopify.com/s/files/1/0099/8224/6993/products/718YFI-Fm2L._SL1296.jpg?v=1575749011,null,"{Brand_Yonex,HIDE-WHOLESALE,""Nylon Shuttlecock"",Shuttlecocks,Yonex}",06-01-2023,23-03-2023,995,NULL,yonex,FALSE,yonex_mavis_shuttlecock_pack_of_12_combo_1_can_mavis200i_pack_of_6__1_can_mavis350_pack_of_6
104454,8.14E+12,prokicksports,https://prokicksports.com/products/yonex-aerosensa-10-feather-shuttlecock-2-cans,"Yonex Aerosensa 10 Feather Shuttlecock, 2 Cans",4675,5500,Yonex,NULL,NULL,NULL,BADMINTON,NULL,NULL,NULL,"Yonex Aerosensa 10 Feather Shuttlecock, 2 Cans
YONEX AEROSENSA shuttlecocks are the official shuttlecock for the world’s leading international tournaments. The precisely engineered technology in every lightweight YONEX feather shuttlecock is extensively checked and tested to guarantee consistent performance.
YONEX Feather Shuttlecocks are precision-manufactured to ensure the correct speed, distance and stability performance.



Quantity
2 Tube / 24 Shuttlecocks


Item Code
AS-10


",//cdn.shopify.com/s/files/1/0099/8224/6993/products/aeros10a.jpg?v=1676439013,null,"{""Feather Shuttlecock"",Shuttlecocks}",21-02-2023,23-03-2023,4675,NULL,yonex,FALSE,yonex_aerosensa_10_feather_shuttlecock_2_cans
1957,6.76E+12,prokicksports,https://prokicksports.com/products/yonex-sj-q017-1955-badminton-shorts-steel-gray,"Yonex SJ-Q017 1955 Badminton Shorts, Steel Gray",895,1049,Yonex,NULL,NULL,NULL,BADMINTON,NULL,NULL,NULL,"Yonex SJ-Q017 1955 Badminton Shorts, Steel Gray 
YONEX SJ Q017 1955 Badminton Shorts 

The Yonex tournament shorts are the number one choice for many players
They are manufactured from 100% polyester and feature the very cool mesh and better ventilation properties than cotton meaning that the faster you move around the court, the cooler you get
The Yonex 1955 tournament shorts also feature small Yonex logo at the bottom of the left leg







Material : 100% Polyester








Latest fabric technology








Durable and Comfortable







",//cdn.shopify.com/s/files/1/0099/8224/6993/products/8_3.jpg?v=1641905172,null,"{""Kid's Clothing"",""Kids shorts"",Yonex}",06-01-2023,23-03-2023,895,NULL,yonex,FALSE,yonex_sjq017_1955_badminton_shorts_steel_gray
1976,6.76E+12,prokicksports,https://prokicksports.com/products/yonex-astrox-7-dg-badminton-racquet-black-blue-1,Yonex Astrox 7 DG Badminton Racquet - Black/Blue,4935,7050,Yonex,NULL,NULL,NULL,BADMINTON,NULL,NULL,NULL,"Yonex Astrox 7 DG Badminton Racquet - Black/Blue
NANOMESH NEO
Ensures a stronger more flexible frame, while increased shaft flex creates maximum power.
Rotational Generator System
Counterbalanced Weight Distribution
By applying the counterbalance theory, weight is distributed throughout the grip end, frame top and the joint for maximum control. The transition to the next shot can be performed smoothly, with rapid succession.


Astrox DG frame is made of HM graphite and tungsten material while its shaft is made of HM graphite and Nanomesh material. HM graphite and Nanomesh material in shaft shows superb racket characteristics to player wherein, player will get maximum bending strength, optimized flex and perfect power.


Weight o f the Astrox 7 DG is around 85 gms while max string tension is up to 35 lbs. Racket is head heavy and medium flex shaft. Head heavy and medium flex shaft is deadly combination for those players who love to surprise the opponent with powerful smashes.







Frame Material: HM Graphite / Namd / NANOMESH NEO / TungstenO








Shaft Material :HHM Graphite / NANOMESH NEO







",//cdn.shopify.com/s/files/1/0099/8224/6993/products/7d.jpg?v=1641732138,null,"{""84 Grams"",Astrox,""Badminton Racquets"",""Customize Badminton String"",G4,""Head Heavy"",Intermediate,Offensive,Strung,""Upto 35 Lbs""}",06-01-2023,23-03-2023,4935,NULL,yonex,FALSE,yonex_astrox_7_dg_badminton_racquetblue
678,6.98E+12,prokicksports,https://prokicksports.com/products/yonex-badminton-racquet-astrox-lite-21i-5u5-black,"YONEX Badminton Racquet ASTROX LITE 21I-5U5, Black",2095,2990,Yonex,NULL,NULL,Black,BADMINTON,H.M. Full Graphite,NULL,78g +/- 2 (5U-G5),"YONEX Badminton Racquet ASTROX LITE 21I-5U5, Black
This racket is built with Nanomesh Neo which is a material that promotes quicker shaft take-back. Once the racket has made contact with the shuttle the NANOMESH NEO helps the frame to return to its original state in order for you to be able to play your next shot for that attaching edge.

 AERO FRAME - Smoother contours throughout the racquet head for less wind resistance and extra racquet speed. 
 ISOMETRIC - Enlarged Sweet Spot.Compared to a conventional round frame, a square-shaped ISOMETRIC racquet generates a larger sweet spot by optimizing the intersection of the main and cross strings. ISOMETRIC delivers greater control without sacrificing power. 
 SONIC FLARE SYSTEM - Max Shuttle Acceleration.The revolutionary new graphite material TORAYCA M40X and SUPER HMG provide unrivaled power &amp; stability for maximum shuttle acceleration. 
 Control Support CAP - Sharp Maneuverability.The control support cap provides an 88% wider flat surface compared with an ordinary racquet for easier gripping, fast follow-through and the sharpest maneuverability. 
 SLIM SHAFTS - More speed = More power.Designed to slice through the air, generating speedy power. 




Frame Material
H.M. Full Graphite


Shaft Material
H.M. Full Graphite


Flex
Flexible


Weight
78g +/- 2 (5U-G5)


Length
675mm +/- 2


Max Tension
30 lbs


Balance Point
295mm +/- 3 (Head Heavy)


Grommets
72


Color
Black


",//cdn.shopify.com/s/files/1/0099/8224/6993/products/61pRKPmvmhL._SL1500.jpg?v=1661578481,null,"{""79 Grams"",Astrox,""Badminton Racquets"",""Customize Badminton String"",G5,""Head Heavy"",Intermediate,Offensive,Strung,""Upto 30 Lbs""}",06-01-2023,23-03-2023,2095,NULL,yonex,FALSE,yonex_badminton_racquet_astrox_lite_21i5u5
104415,6.66E+12,prokicksports,https://prokicksports.com/products/yonex-aerosensa-2-shuttlecocks-pack-of-12-5-cans-as2,Yonex Aerosensa 2 Badminton Feather Shuttlecock (5 Cans),9303,12450,Yonex,NULL,NULL,NULL,BADMINTON,NULL,NULL,NULL,"Yonex Aerosensa 2 Badminton Feather Shuttlecock (5 Cans)
YONEX AEROSENSA Shuttlecocks are the official shuttlecock for the world's leading international tournaments. The precisely engineered technology in every lightweight YONEX Feather Shuttlecock is extensively checked and tested to guarantee consistent performance.

Fast Recovery and Accurate Flight Stability
Duck Feather Skirt

Pack of - 5 Tubes/60 Shuttles
 
 ",//cdn.shopify.com/s/files/1/0099/8224/6993/products/Packof5_a858ef2c-f133-4918-97e6-2ad0cafa6d38.jpg?v=1633496505,null,"{""Feather Shuttlecock"",HIDE-WHOLESALE,Shuttle,shuttlecock,Shuttlecocks,Yonex}",21-02-2023,23-03-2023,9303,NULL,yonex,FALSE,yonex_aerosensa_2_badminton_feather_shuttlecock_5_cans
945,6.94E+12,prokicksports,https://prokicksports.com/products/yonex-11488-wrist-band-royal-blue-white-pack-of-2,"Yonex 11488 Wrist Band, Royal Blue/White (Pack of 2)",390,398,Yonex,NULL,NULL,NULL,BADMINTON,NULL,NULL,NULL,"Yonex 11488 Wrist Band, Royal Blue/White (Pack of 2)
Yonex Wrist Band is made of sweat wicking technology is extremely comfortable.

Yonex Wristbands are a top requirement for the complete protection and comfort of your wrist.
Made using sweat wicking technology, these wristbands provide you comfort and support
Wrist brace wrap made with high quality flexible polyester fiber that allow wrists natural movement &amp; absorbs excess moisture
Whether you're recovering from an injury or pushing yourself to the limit, the wraps will brace your wrists and protect from further injury.
In-box Contents: 2 Wristband
",//cdn.shopify.com/s/files/1/0099/8224/6993/products/11488royalblue-white.jpg?v=1658406900,null,"{""Badminton Wristbands"",HIDE-WHOLESALE,Yonex}",06-01-2023,23-03-2023,390,NULL,yonex,FALSE,yonex_11488_wrist_band_royalwhite_pack_of_2
3032,6.58E+12,prokicksports,https://prokicksports.com/products/yonex-astrox-100-game-strung-badminon-racquet,Yonex Astrox 100 Game Strung Badminton Racket,5789,8390,Yonex,NULL,NULL,Kurenai,BADMINTON,NULL,NULL,4U G5,"Yonex Astrox 100 Game Strung Badminon Racquet



Flex
Medium


Frame
HM Graphite / Nanomesh Neo / Tungsten


Shaft Composition
HM Graphite / NANOMESH NEO


Length
10 mm longer


Weight Grip Size
4U G5


Color(s)
Kurenai


Stringing advice
20-28 Lbs



 
Astrox 100 GAME is the new release racket of 2021 by Yonex. In line with the most popular racket Astrox 100 ZZ, this racket is launched with enhanced performance. has a medium flexible shaft and is therefore very suitable for most players, from recreational player to competition player. With the new innovations and materials used, these rackets are even more suitable for the evolving, fast-paced game of badminton.
By applying new technologies in different areas, this racket is revolutionary and the game becomes even faster. For example, this Astrox 100 Game has a slightly changed frame. The shape of the racket has become slightly squarer, so that the sweet spot has become slightly larger, but the racket still retains the same total frame size. The cap at the bottom of the frame has also been adjusted. The new structure of the cap ensures that there is less torsion in the racket and the shaft is slightly more flexible. The shape of the cap is adapted to the shape of the thumb, so that even more power can be given to the racket.
By applying new technologies in different areas, this racket is revolutionary and the game becomes even faster. For example, this Astrox 100 Game has a slightly changed frame. The shape of the racket has become slightly squarer, so that the sweet spot has become slightly larger, but the racket still retains the same total frame size. The cap at the bottom of the frame has also been adjusted. The new structure of the cap ensures that there is less torsion in the racket and the shaft is slightly more flexible. The shape of the cap is adapted to the shape of the thumb, so that even more power can be given to the racket.
Thanks to an advanced Rotational Generator System, the weight of the racket is accurately distributed over the racket. The Yonex Astrox 100 Game is made of H.M. Graphite and has a thin shaft.
Victor Axelsen, Chou Tien Chen, Akane Yamaguchi and other Yonex top players will also use the Yonex Astrox 100 in 2021. Prokicksports supplies the Yonex Astrox 100 Game strung, but of course you can also indicate yourself if you prefer to receive the racket with other strings.",//cdn.shopify.com/s/files/1/0099/8224/6993/products/1_44181209-16ff-46b5-8b5c-86fabc0ee1ba.jpg?v=1622922122,null,"{""84 Grams"",Astrox,""Badminton Racquets"",""Customize Badminton String"",G5,""Head Heavy"",Intermediate,Offensive,Strung,""Upto 28 Lbs""}",06-01-2023,23-03-2023,5789,NULL,yonex,FALSE,yonex_astrox_100_game_strung_badminton_racket
453,7.01E+12,prokicksports,https://prokicksports.com/products/yonex-ac133ex-strong-grap-synthetic-over-grip,Yonex AC133EX Strong Grap Synthetic Over Grip,349,385,Yonex,NULL,NULL,NULL,BADMINTON,Polyurethane,NULL,NULL,"Yonex AC133EX Strong Grap Synthetic Over Grip

Long lasting wet feeling to prolong the tackiness of the grip.
Very high durability.




Color(s)
White, Black, Deep Blue, Yellow, Wine Red, Bright Orange


Width
25 mm


Length
1,200 mm


Thickness
0.65 mm


Material(s)
Polyurethane


Quantity
1 Wrap


",//cdn.shopify.com/s/files/1/0099/8224/6993/products/516BDaJa6wL._AC_SL1200.jpg?v=1664430738,null,"{""Badminton Grips"",Yonex}",06-01-2023,23-03-2023,349,NULL,yonex,FALSE,yonex_ac133ex_strong_grap_synthetic_over_grip
104419,3.01E+12,prokicksports,https://prokicksports.com/products/3-10002,Yonex MAVIS 350 Green Cap Nylon Shuttlecock - 1 Can,1099,1265,Yonex,NULL,NULL,NULL,BADMINTON,NULL,NULL,NULL,"Yonex MAVIS 350 Green Cap Nylon Shuttlecock - 1 Can

Color of tube Cap: Green
Proper Speed: Slow
Ideal for practice sessions
Box contents: Pack of 6 MAVIS 350 shuttlecocks
MAVIS 350 Shuttlecocks should be stored away from high temperatures and the tube kept upright with the cork side of the shuttlecock facing down
This performance is just 0.005 seconds slower than a YONEX Feather shuttlecock and 0.008 seconds faster than the recovery of an ordinary shuttlecock

DESCRIPTION:
The mavis 350 nylon shuttlecocks can be easily compared to the traditional feather unit. Designed to have the same flight time as a feather shuttle, these nylon shuttlecocks provide an accurate performance that is ideal for beginners and intermediate players. The mavis 350 shuttlecocks do not just have a flight time similar to that of a traditional feather shuttle, but they are also able to provide a more traditional feel compared to other nylon shuttles. Their precision design enables a stable trajectory mid-air, which is further aided by a quicker recovery time. You can also buy YONEX badminton rackets and other badminton sport accessories at Prokick Sports.",//cdn.shopify.com/s/files/1/0099/8224/6993/products/mavis-350y.jpg?v=1575749005,null,"{badminton,ball,Brand_Yonex,HIDE-WHOLESALE,""Mavis 350"",""Nylon shuttlecock"",""racquet sport"",shuttlecock,Shuttlecocks,Yonex}",21-02-2023,21-02-2023,1099,NULL,yonex,FALSE,yonex_mavis_350_cap_nylon_shuttlecock_1_can
