,id,product_id,product_url,title,offer_price,mrp,description,image,tags,created_on,updated_on,Cleaned_Title
10,35113,B0989NVQNH,https://www.amazon.in/Li-Ning-Aluminum-2020-Yellow-Set/dp/B0989NVQNH/ref=sr_1_5773?qid=1679431635&s=sports&sr=1-5773,Li-Ning Aluminum XP 2020 Badminton Racket (Yellow) -Set of 2,879,2180, The Li-Ning XP 2020 racket is engineered with a High Module Power Frame and Dynamic Optimum Frame technology for powerful and effective smashes   A high-performing racket cover to keep your rackets safe and secure   Stringing type: Strung Badminton Rackets   Sport type: Exercise & Fitness  ,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/41SRgYaAB3S._SX300_SY300_QL70_ML2_.jpg,,06-01-2023,21-03-2023,li - ning aluminum xp 2020 badminton racket ( ) -set of 2
11,34417,B08KCYB2B1,https://www.amazon.in/Li-Ning-Carbon-Strung-Badminton-Racket/dp/B08KCYB2B1/ref=sr_1_5522?qid=1673943080&s=sports&sr=1-5522,"Li-Ning Wind Lite 800 Carbon Fiber Strung Badminton Racket with Free Full Cover(Set of 1,Black/Orange)",3059,5990," Weight: 79 gm   Tension : Upto 30 lbs   Weight distribution : Even Balance, Racket Grip Size- S2   Powered By Windstorm : We re-engineered the Windstorm technology platform, to design the Wind Lite series of rackets. This gives Wind Lite the extremely lightweight class of the Windstorm rackets, with additional power generation capability with its Medium-Flex Shaft.  ",https://m.media-amazon.com/images/I/41NLcutW42L._SX300_SY300_QL70_ML2_.jpg,,06-01-2023,17-01-2023,"li - ning wind lite 800 carbon fiber strung badminton racket with free full cover(set of 1,black / )"
12,75020,B08P3JJ93R,https://www.amazon.in/Li-Ning-Carbon-Unstrung-Badminton-Racket/dp/B08P3JJ93R/ref=sr_1_3629?qid=1676970826&s=sports&sr=1-3629,Li-Ning Air Force 77 G2 Carbon Fibre Unstrung Badminton Racket with Free Full Cover,2990,5590," Weight: 77 gm   Tension : Upto 30 lbs   Material : Military Grade Carbon Fibre   We re-engineered the first-generation Air Force rackets. The Air Force G2 embodies lightweight military-grade material optimization. The optimization allows you to launch an attack and swiftly switch to defense at your own will, without sacrificing mobility. The Air Force G2 starts at 77 grams, and it is engineered with a flexible shaft which, helps you achieve powerful smashes. This makes the Air-Force G2 series a real force to reckon with.  ",https://m.media-amazon.com/images/I/41N6KEvaVIL._SY300_SX300_.jpg,,21-02-2023,21-02-2023,li - ning air force 77 g2 carbon fibre unstrung badminton racket with free full cover
13,63632,B091DTGYHD,https://www.amazon.in/Li-Ning-G-Force-Superlite-Carbon-Badminton/dp/B091DTGYHD/ref=sr_1_2118?qid=1674581155&s=sports&sr=1-2118,Li-Ning G-Force Superlite Max 9 Carbon Fibre Strung Badminton Racket with Full Cover (Black and Red),2090,4990," Material: Full Ultralite Carbon Graphite   Weight: 80 gm   The Li-Ning G-Force Superlight Max 9 racket is powered by Superlight technology that makes it very light without compromising on smash power.   The racket has been carefully crafted with a High Tensile Slim Shaft for effective rebound balance and anti-torsion making way for precise power transmission.   In-box Contents: 1 x Badminton Racquet, 1 x full cover  ",https://m.media-amazon.com/images/I/41DsHeyKFYL._SX300_SY300_QL70_ML2_.jpg,,22-01-2023,24-01-2023,li - ning g - force superlite max 9 carbon fibre strung badminton racket with full cover ( and )
14,67706,B0BB2VGN3K,https://www.amazon.in/Li-Ning-G-Force-Strong-Graphite-Badminton/dp/B0BB2VGN3K/ref=sr_1_9537?qid=1676984304&s=sports&sr=1-9537,Li-Ning G-Force Extra Strong 9500 Carbon Graphite Badminton Racket with Full Racket Cover,3890,7490," Player Level - Intermediate   Suitable For - Unisex - Senior   Racket Weight - 84 grams   Racket Highlights - High tension attacks, Ultra Reinforcement, Hot Melt Material Technology   Hot Melt Material Technology - The resin is uniformly & closely distributed and combined with carbon fiber by using the Hot Melt technique. This improves its strength and provides a new and improved player experience.  ",https://m.media-amazon.com/images/I/41QDryK9SHL._SY300_SX300_.jpg,,24-01-2023,21-02-2023,li - ning g - force extra strong 9500 carbon graphite badminton racket with full racket cover
15,67670,B097Y7DMHL,https://www.amazon.in/Li-Ning-Charging-Carbon-Strung-Silver/dp/B097Y7DMHL/ref=sr_1_2275?qid=1674568118&s=sports&sr=1-2275,Li-Ning Turbo Charging Z Boost Carbon Fibre Strung(Navy/Silver) Badminton Racket With Free Full Cover,4190,7790, Weight: 84 gm  ,https://m.media-amazon.com/images/I/41Rp1SY1zjL._SX300_SY300_QL70_ML2_.jpg,,24-01-2023,24-01-2023,li - ning turbo charging z boost carbon fibre strung(navy / ) badminton racket with free full cover
16,75311,B08VF3SQ6Z,https://www.amazon.in/Li-Ning-Turbo-Unstrung-Carbon-Racket/dp/B08VF3SQ6Z/ref=sr_1_6783?qid=1676971657&s=sports&sr=1-6783,"Li-Ning Turbo 99 Unstrung Carbon Fiber Badminton Racket with Full Cover (Black, Red)",1597,4590," Weight: 84 gm   Tension : Upto 30 lbs   Weight distribution : Head Heavy   Material : Carbon Graphite   Dynamic Optimum Frame makes way for enlarged sweet-spot which in turn allows more consistent and higher hitting velocity, thanks to widened stringing area and increased bounce strength.   Sport type: Badminton  ",https://m.media-amazon.com/images/I/41oG47XFrCL._SY300_SX300_.jpg,,21-02-2023,21-02-2023,"li - ning turbo 99 unstrung carbon fiber badminton racket with full cover ( , )"
17,63735,B07TCGJ926,https://www.amazon.in/Li-Ning-SS-9-G5-Carbon-Graphite-Badminton-Racquets/dp/B07TCGJ926/ref=sr_1_4408?qid=1674581994&s=sports&sr=1-4408,Li-Ning SS-G5 Series Carbon-Graphite Strung Badminton Racquet with Free Racket Cover,1790,3990, Material: Military grade carbon fiber   Weight: W3 (Rempty 85-87g); Tension ?¢Ä?¬§ 28-30lbs   The racquet is very durable as it is manufactured using carbon fiber hence making it extremely lightweight and easy to use   Material: Carbon-graphite   Skill Level: Beginner  ,https://m.media-amazon.com/images/I/41iUY9cvOUL._SX300_SY300_QL70_ML2_.jpg,,22-01-2023,24-01-2023,li - ning ss - g5 series carbon - graphite strung badminton racquet with free racket cover
18,63828,B091DVFMWR,https://www.amazon.in/Li-Ning-G-Force-Superlite-Purple-Badminton/dp/B091DVFMWR/ref=sr_1_3140?qid=1674380698&s=sports&sr=1-3140,Li-Ning G-Force Superlite Max 9 Carbon Fibre Badminton Racket with Free Full Cover(80 Grams. 30 Lbs),2090,4990," Material: Full Ultralite Carbon Graphite   Weight: 80 gm   The Li-Ning G-Force Superlight Max 9 racket is powered by Superlight technology that makes it very light without compromising on smash power.   The racket has been carefully crafted with a High Tensile Slim Shaft for effective rebound balance and anti-torsion making way for precise power transmission.   In-box Contents: 1 x Badminton Racquet, 1 x full cover  ",https://m.media-amazon.com/images/I/41zsNjNFcVL._SX300_SY300_QL70_ML2_.jpg,,22-01-2023,22-01-2023,li - ning g - force superlite max 9 carbon fibre badminton racket with free full cover(80 grams . 30 lbs )
19,67855,B08PD94ZCH,https://www.amazon.in/Li-Ning-Carbon-Unstrung-Badminton-Racket/dp/B08PD94ZCH/ref=sr_1_3051?qid=1674568387&s=sports&sr=1-3051,"Li-Ning Wind Lite 700 Carbon Fibre Unstrung Badminton Racket with Free Full Cover, Black/Gold, s1",3245,5990," Weight: 78 gm   Tension : Upto 30 lbs   Weight distribution : Head - Heavy   Powered By Windstorm : We re-engineered the Windstorm technology platform, to design the Wind Lite series of rackets. This gives Wind Lite the extremely lightweight class of the Windstorm rackets, with additional power generation capability with its Medium-Flex Shaft.  ",https://m.media-amazon.com/images/I/41PDDV-70kL._SX300_SY300_QL70_ML2_.jpg,,24-01-2023,24-01-2023,"li - ning wind lite 700 carbon fibre unstrung badminton racket with free full cover , / , s1"
20,60168,B09VDR44W1,https://www.amazon.in/Li-Ning-Single-Badminton-Polyester-Black/dp/B09VDR44W1/ref=sr_1_4827?qid=1679431257&s=sports&sr=1-4827,Li-Ning All Star Single Zip Badminton Polyester Kit Bag (Black),699,1299, Upgraded Buckles & Straps - Li-Ning All-Star Kit Bag is stylish in looks and also high on performance. It features comfortable straps and upgraded sturdy buckles.   Crisp Look - This Kitbag wears an inspiring and crisp look to compliment your ambition and inspire your mood.   Strong & Functional Zippers - The Li-Ning All-Start Kit Bag is equipped with dynamic zippers that have easy open and close functionality and are sturdily built.   Dedicated Compartments - This Kitbag comes equipped with dedicated compartments for easy sorting and carrying functionality.   Easy Locomotion - The Li-Ning All-Star Kitbag comes with rounded stitched grip handles that give you the option of easy mobility.  ,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/31iTQARXVbL._SX300_SY300_QL70_ML2_.jpg,,16-01-2023,21-03-2023,li - ning all star single zip badminton polyester kit bag ( )
21,62061,B07TDL4GS9,https://www.amazon.in/Li-Ning-G-TEK-68-GX-AYPP286-5/dp/B07TDL4GS9/ref=sr_1_3762?qid=1674380911&s=sports&sr=1-3762,Li-Ning G-TEK GX Graphite Strung Badminton Racquet with Free Racket Cover,1080,2590, Grip Size : S1 (3.125 Inches)| Weight : W3 (88 grams)   Color : BLACK/GREEN | Head Shape : Isometric   String Level : 22-24 lbs   Flexibility : High   Material : Graphite  ,https://m.media-amazon.com/images/I/3100rW7O93L._SX300_SY300_QL70_ML2_.jpg,,17-01-2023,22-01-2023,li - ning g - tek gx graphite strung badminton racquet with free racket cover
22,35087,B09K5MF9MP,https://www.amazon.in/Li-Ning-GP-20-Badminton-Raquets-Multicolor/dp/B09K5MF9MP/ref=sr_1_5101?qid=1679431309&s=sports&sr=1-5101,Li-Ning GP-20 Polyurethane Badminton racquets Grip 3pc (Multicolor),250,395," Color - Multicolor   length of 1100 mm, width of 25 mm and a thickness of about 0.75 mm   Ultra thin   Pack of 3  ",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/31FKD--fAGL._SY300_SX300_QL70_ML2_.jpg,,06-01-2023,21-03-2023,li - ning gp-20 polyurethane badminton racquets grip 3pc ( multicolor )
23,74259,B08D6GGNFB,https://www.amazon.in/Li-Ning-SuperGrip-Velvet-Badminton-Racquet/dp/B08D6GGNFB/ref=sr_1_7635?qid=1679297205&s=sports&sr=1-7635,Li-Ning GP 25 Supergrip Velvet Touch Badminton Racquet Over Grip (Pack of 5) (Multicolour),455,499, Li-Ning Overgrip grip is made from Polyurethane   It has a length of 110 cm and a thickness of 0.7 mm   Advanced anti-slip technology   Package contains - 5 Overgrip   Available in attractive colors  ,https://m.media-amazon.com/images/I/319LtonPKeL._SY300_SX300_QL70_ML2_.jpg,,21-02-2023,20-03-2023,li - ning gp 25 supergrip velvet touch badminton racquet over grip ( pack of 5 ) ( multicolour )
24,69985,B0989NKDR4,https://www.amazon.in/Li-Ning-XP-2020-Set-Blue/dp/B0989NKDR4/ref=sr_1_5339?qid=1679341324&s=sports&sr=1-5339,Li-Ning XP 2020 Set of 2 Blue,1473,2180, The Li-Ning XP 2020 racket is engineered with a High Module Power Frame and Dynamic Optimum Frame technology for powerful and effective smashes.   A high-performing racket cover to keep your rackets safe and secure.   Stringing type: Strung Badminton Rackets  ,https://m.media-amazon.com/images/I/418nGATZirS._SX300_SY300_QL70_ML2_.jpg,,24-01-2023,20-03-2023,li - ning xp 2020 set of 2
25,34989,B097Y83B9F,https://www.amazon.in/Calibar-Carbon-Graphite-Racquet-Tension/dp/B097Y83B9F/ref=sr_1_8647?qid=1673048007&s=sports&sr=1-8647,"Li-Ning 3D Calibar X Drive Carbon Graphite Strung Badminton Racquet, 82 Grams, 30 Lbs String Tension and Free Full cover(Dark Grey/Gold)",4269,7990," 3D CALIBAR TECHNOLOGY PLATFORM - 3D Calibar rackets are built with a unique Li-Ning patented technology that significantly reduces drag co-efficient, which in turn makes way for quicker movement through the air   MPCF REINFORCING TECHNOLOGY - The Li-Ning 3D Calibar X has been bolstered by Li-NingÄôs MPCF Reinforcing Technology. MPCF Reinforcing Technology puts multi-layer carbon fibers combined with exquisite handcraft to work in order to bolster the racketÄôs and enhance the intensity and durability   TB NANO X AEROTEC BEAM SYSTEM - The 3D Calibar is truly a 3 Dimensional racket that has incorporated the combination of TB Nano & Aerotec Beam System technology. Nanometer Technology combines carbon fiber and resin tightly, which provides unmatched elasticity, stability, and durability in every strike. The Aerotec Beam System, on the other hand, allows this racket to have an extremely low drag coefficient and offers high intensity and faster swings all the way   DRIVE SERIES RACKET - Rackets in the DRIVE series feature a highly elastic head and stiff shaft for rapid repulsion power. These rackets are suitable for players who switch between offense and defense in a nick of time.   WEIGHT : 82 GRAMS | MAX TENSION : 30 LBS  ",https://m.media-amazon.com/images/I/41q1-7zkjmL._SX300_SY300_QL70_ML2_.jpg,,06-01-2023,06-01-2023,"li - ning 3d calibar x drive carbon graphite strung badminton racquet , 82 grams , 30 lbs string tension and free full cover(dark / )"
26,70760,B07B9L79GX,https://www.amazon.in/Li-Ning-GP-20-Badminton-Raquets-Black/dp/B07B9L79GX/ref=sr_1_7561?qid=1676968522&s=sports&sr=1-7561,Li-Ning GP-20 Badminton Racquet Grip,369,399, Material: Other   In-Box Contents: 5 - Piece Badminton - Raquets   Badminton over grips are made from polyurethane   These grips are absorbent to sweat and prevent the slipping   Grips have mainly been designed for experienced level games  ,https://m.media-amazon.com/images/I/51s5E-+MYGL._SY300_SX300_.jpg,,24-01-2023,21-02-2023,li - ning gp-20 badminton racquet grip
27,66068,B01125GGCC,https://www.amazon.in/Li-Ning-260-Wristband-Black/dp/B01125GGCC/ref=sr_1_4503?qid=1674564637&s=sports&sr=1-4503,Li-Ning 260 Wristband (Black),289,499," Box Contents: 1-Piece   Material: Cotton, elastic and nylon  ",https://m.media-amazon.com/images/I/31TO9rluP+L._SY300_SX300_.jpg,,24-01-2023,24-01-2023,li - ning 260 wristband ( )
28,72872,B09VDQX56L,https://www.amazon.in/Li-Ning-Triple-Zipper-Polyester-Badminton/dp/B09VDQX56L/ref=sr_1_6330_mod_primary_new?qid=1679427737&s=sports&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-6330,LI-NING Flash Triple Zipper Polyester Badminton Kit Bag,1599,2790, Buckled Up - The Li-Ning Flash Kit Bag features a technically devised buckle to hold the straps intact.   Dapper - The Kitbag looks dapper in every angle & features premium lightweight tear-resistant fabric and high-grade polyester.   Imperishable Zippers - The Flash kitbag is equipped with high-quality smooth zippers that wonÄôt succumb easily.   Brawny Straps - This hold-it-all bag promises heavy duty all the way. It features comfortable and sturdy shoulder straps.   Multi-Chambered - This kitbag comes equipped with dedicated compartments for easy sorting and carrying functionality.  ,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/41agD0jz8dL._SX300_SY300_QL70_ML2_.jpg,,24-01-2023,21-03-2023,li - ning flash triple zipper polyester badminton kit bag
29,35458,B07VVCMN78,https://www.amazon.in/Li-Ning-XP-888-Srikanth-Signature-Aluminum-Alloy/dp/B07VVCMN78/ref=sr_1_15913?qid=1673066344&s=sports&sr=1-15913,Li-Ning XP 888-Srikanth Signature Series Aluminum-Alloy Isometric Strung Badminton Racquet (Navy/Green) with cover,499,1190, Srikanth Signature Series: Ideal for Beginners and Intermediate Players   Weight: W3 (85-87g); Isometric   Material: Aluminum-alloy   In-Box Contents: 1 x Racket and 1 x Head Cover   Frame Material Type: Aluminium  ,https://m.media-amazon.com/images/I/31JgsK7yjWL._SX300_SY300_QL70_ML2_.jpg,,07-01-2023,07-01-2023,li - ning xp 888 - srikanth signature series aluminum - alloy isometric strung badminton racquet ( / ) with cover
30,31385,B09VDQDXWN,https://www.amazon.in/Li-Ning-Panther-Double-Polyester-Badminton/dp/B09VDQDXWN/ref=sr_1_516?qid=1673027368&s=sports&sr=1-516,Li-Ning Panther Double Zipper Polyester Badminton Kit Bag,1349,1890, Comfy & Sturdy - Li-Ning Panther Kit Bag is not only stylish in looks but also features comfortable straps and sturdy buckles.   Finesse - This bag is crafted with premium lightweight tear-resistant fabric and high-grade polyester for a superior finish.   Soft and Comfortable Padding - Comfortable soft padded design with thick but soft multi-panel ventilated padding gives you maximum support.   Dynamic Zippers - The Li-Ning Panther KitBag is equipped with dynamic zippers that have easy open and close functionality and are sturdily built.   Easy to carry - The Li-Ning Panther Kitbag comes with rounded stitched grip handles that give you the option of easy mobility.  ,https://m.media-amazon.com/images/I/41jGkbze8WL._SX300_SY300_QL70_ML2_.jpg,,06-01-2023,06-01-2023,li - ning panther double zipper polyester badminton kit bag
31,63274,B09GVMVPRN,https://www.amazon.in/Li-Ning-Aluminum-Badminton-Rackets-Shuttlecocks/dp/B09GVMVPRN/ref=sr_1_9365?qid=1673944438&s=sports&sr=1-9365,Li-Ning Diwali Gift Pack with Shuttles,1329,3379, Top-quality badminton racket powered by duralumin technology for high performance.   A technically sound nylon shuttlecock engineered with a fully synthetic base.   Included Components: 2 x Strung Badminton Racket + 1 Bolt Boost Pack of 6 Nylon Shuttlecock+ 1 Gold Racket Bag   Package Dimensions: 10.0 L x 72.7 H x 24.6 W (centimeters)  ,https://m.media-amazon.com/images/I/51cKQlm8zCL._SX300_SY300_QL70_ML2_.jpg,,17-01-2023,17-01-2023,li - ning diwali gift pack with shuttles
32,64856,B0989NH1QP,https://www.amazon.in/Li-Ning-XP-2020-Set-White/dp/B0989NH1QP/ref=sr_1_9154?qid=1674382866&s=sports&sr=1-9154,"Li-Ning XP-70-IV Strung Badminton Racquet (Black/Gold, S2, 90-95 Grams, 18-20 lbs)",879,1790, The Li-Ning XP 2020 racket is engineered with a High Module Power Frame and Dynamic Optimum Frame technology for powerful and effective smashes.   A high-performing racket cover to keep your rackets safe and secure.   Stringing type: Strung Badminton Rackets  ,https://m.media-amazon.com/images/I/41ZSuIh+ZVS._SY300_SX300_.jpg,,22-01-2023,22-01-2023,"li - ning xp-70 - iv strung badminton racquet ( / , s2 , 90 - 95 grams , 18 - 20 lbs )"
33,67494,B083WK17DS,https://www.amazon.in/Li-Ning-Windstorm-78-Badminton-Carbon-Graphite/dp/B083WK17DS/ref=sr_1_1371?qid=1674567837&s=sports&sr=1-1371,"Li-Ning Windstorm 78+ Badminton Racket Carbon-Graphite, Unstrung (Black/Silver/Blue)",6999,10990," Technology: tb-rempty nano powertec, aerotec-beam system   Felt: medium   Item weight: 86-89 grams  ",https://m.media-amazon.com/images/I/411Ipo6Np+L._SY300_SX300_.jpg,,24-01-2023,24-01-2023,"li - ning windstorm 78 + badminton racket carbon - graphite , unstrung ( / / )"
34,77980,B097Y53LST,https://www.amazon.in/Li-Ning-Super-Carbon-Strung-Racket/dp/B097Y53LST/ref=sr_1_1961?qid=1676981535&s=sports&sr=1-1961,"Li-Ning Carbon Fibre Super Series 900 Strung Badminton Racket (84 Grams, Navy/Gold)",1327.63,4290, Weight: 84 gm  ,https://m.media-amazon.com/images/I/41yz96PMtkL._SY300_SX300_.jpg,,21-02-2023,21-02-2023,"li - ning carbon fibre super series 900 strung badminton racket ( 84 grams , / )"
36,32367,B097Y7996P,https://www.amazon.in/Li-Ning-Super-Carbon-Unstrung-Racket/dp/B097Y7996P/ref=sr_1_2825?qid=1673033263&s=sports&sr=1-2825,"Li-Ning Super Series 900 Strung Badminton Racket with Free Full Cover (84 Grams, Red/Grey)",1638.38,4290, Weight: 84 gm  ,https://m.media-amazon.com/images/I/41KE7p5VjwL._SX300_SY300_QL70_ML2_.jpg,,06-01-2023,06-01-2023,"li - ning super series 900 strung badminton racket with free full cover ( 84 grams , / )"
